raceId,driverId,grid,position,constructorId
89,42,13,13,3
89,32,14,5,9
89,39,15,18,17
89,35,16,10,15
89,11,17,17,16
89,27,18,16,18
89,33,19,11,17
89,38,20,14,18
104,22,1,1,6
104,31,2,5,3
104,30,3,2,6
104,4,4,16,4
104,11,5,4,16
104,18,6,3,16
104,8,7,19,1
104,42,8,7,3
104,15,9,10,4
104,14,10,6,1
104,41,11,11,7
104,17,12,9,19
104,44,13,20,7
104,32,14,13,19
104,21,15,8,15
104,13,16,12,15
104,2,17,14,17
104,45,18,17,17
104,47,19,15,18
104,46,20,18,18
109,4,1,3,4
109,15,2,5,4
109,30,3,6,6
109,14,4,18,1
109,22,5,2,6
109,2,6,8,15
109,8,7,1,1
109,31,8,12,3
109,18,9,7,16
109,44,10,17,7
109,43,11,11,7
109,35,12,20,16
109,49,13,9,15
109,21,14,19,17
109,42,15,14,19
109,17,16,16,19
109,23,17,4,3
109,50,18,13,18
109,51,19,15,18
109,52,20,10,17
1,18,1,1,23
1,22,2,2,23
1,20,3,13,9
1,9,4,14,2
1,3,5,6,3
1,10,6,4,7
1,13,7,16,6
1,15,8,3,7
1,8,9,15,6
1,17,10,12,9
1,2,11,10,2
1,4,12,5,4
1,6,13,18,3
1,5,14,19,1
1,1,15,20,1
1,67,16,7,5
1,12,17,17,4
1,21,18,11,10
1,16,19,9,10
1,7,20,8,5
2,18,1,1,23
2,15,2,4,7
2,20,3,15,9
2,22,4,5,23
2,10,5,3,7
2,3,6,8,3
2,17,7,6,9
2,9,8,19,2
2,8,9,14,6
2,4,10,11,4
2,2,11,2,2
2,6,12,12,3
2,1,13,7,1
2,5,14,20,1
2,7,15,10,5
2,13,16,9,6
2,12,17,13,4
2,21,18,18,10
2,16,19,17,10
2,67,20,16,5
3,20,1,1,9
3,4,2,9,4
3,17,3,2,9
3,22,4,4,23
3,18,5,3,23
3,15,6,20,7
3,3,7,15,3
3,8,8,10,6
3,1,9,6,1
3,67,10,8,5
3,2,11,12,2
3,5,12,5,1
3,13,13,19,6
3,10,14,7,7
3,6,15,18,3
3,7,16,11,5
3,12,17,16,4
3,9,18,13,2
3,16,19,17,10
3,21,20,14,10
4,15,1,3,7
4,10,2,7,7
4,20,3,2,9
4,18,4,1,23
4,1,5,4,1
4,22,6,5,23
4,4,7,8,4
4,13,8,14,6
4,3,9,9,3
4,8,10,6,6
4,5,11,12,1
4,6,12,20,3
4,9,13,18,2
4,2,14,19,2
4,12,15,10,4
4,16,16,16,10
4,67,17,17,5
4,21,18,15,10
4,17,19,11,9
4,7,20,13,5
5,18,1,1,23
5,20,2,4,9
5,22,3,2,23
5,13,4,6,6
5,17,5,3,9
5,10,6,10,7
5,15,7,17,7
5,4,8,5,4
5,3,9,8,3
5,9,10,11,2
5,6,11,13,3
5,12,12,12,4
5,2,13,7,2
5,1,14,9,1
5,67,15,18,5
5,8,16,15,6
5,7,17,19,5
5,5,18,16,1
5,16,19,20,10
5,21,20,14,10
6,18,1,1,23
6,8,2,3,6
6,22,3,2,23
6,20,4,18,9
6,13,5,4,6
6,3,6,6,3
6,5,7,16,1
6,17,8,5,9
6,4,9,7,4
6,6,10,15,3
6,67,11,20,5
6,12,12,19,4
6,21,13,9,10
6,7,14,8,5
6,16,15,14,10
6,1,16,12,1
6,2,17,11,2
6,9,18,17,2
6,15,19,13,7
6,10,20,10,7
7,20,1,3,9
7,18,2,1,23
7,22,3,19,23
7,17,4,2,9
7,15,5,4,7
7,8,6,9,6
7,13,7,6,6
7,4,8,10,4
7,3,9,5,3
7,9,10,7,2
7,2,11,11,2
7,6,12,12,3
7,10,13,8,7
7,5,14,14,1
7,16,15,17,10
7,1,16,13,1
7,12,17,16,4
7,67,18,15,5
7,21,19,20,10
7,7,20,18,5
8,20,1,1,9
8,22,2,3,23
8,17,3,2,9
8,15,4,7,7
8,6,5,11,3
8,18,6,6,23
8,3,7,5,3
8,10,8,9,7
8,8,9,8,6
8,4,10,14,4
8,13,11,4,6
8,9,12,13,2
8,5,13,20,1
8,12,14,12,4
8,2,15,15,2
8,21,16,10,10
8,7,17,19,5
8,16,18,17,10
8,1,19,16,1
8,67,20,18,5
9,17,1,1,9
9,22,2,6,23
9,18,3,5,23
9,20,4,2,9
9,1,5,18,1
9,5,6,8,1
9,16,7,15,10
9,13,8,3,6
9,8,9,19,6
9,12,10,13,4
9,2,11,10,2
9,4,12,7,4
9,6,13,12,3
9,15,14,17,7
9,3,15,4,3
9,9,16,14,2
9,67,17,16,5
9,21,18,11,10
9,10,19,9,7
9,7,20,20,5
10,4,1,18,4
10,20,2,17,9
10,17,3,3,9
10,1,4,1,1
10,3,5,4,3
10,5,6,5,1
10,8,7,2,6
10,18,8,7,23
10,6,9,9,3
10,13,10,20,6
10,67,11,16,5
10,15,12,8,7
10,22,13,10,23
10,10,14,6,7
10,12,15,12,4
10,2,16,11,2
10,21,17,14,10
10,16,18,19,10
10,9,19,13,2
10,153,20,15,5
11,1,1,2,1
11,5,2,4,1
11,22,3,1,23
11,20,4,20,9
11,18,5,7,23
11,8,6,3,6
11,3,7,5,3
11,4,8,6,4
11,17,9,9,9
11,9,10,8,2
11,2,11,11,2
11,16,12,10,10
11,10,13,14,7
11,154,14,15,4
11,67,15,19,5
11,21,16,12,10
11,6,17,18,3
11,15,18,13,7
11,153,19,16,5
11,69,20,17,6
12,21,1,2,10
12,15,2,16,7
12,2,3,5,2
12,22,4,7,23
12,9,5,4,2
12,8,6,1,6
12,10,7,10,7
12,20,8,3,9
12,17,9,9,9
12,3,10,8,3
12,16,11,11,10
12,1,12,19,1
12,4,13,15,4
12,18,14,17,23
12,5,15,6,1
12,67,16,12,5
12,153,17,20,5
12,6,18,13,3
12,154,19,18,4
12,69,20,14,6
13,1,1,12,1
13,16,2,4,10
13,8,3,3,6
13,5,4,6,1
13,22,5,1,23
13,18,6,2,23
13,24,7,17,10
13,4,8,5,4
13,20,9,8,9
13,17,10,20,9
13,15,11,14,7
13,154,12,15,4
13,9,13,19,2
13,21,14,9,6
13,2,15,7,2
13,10,16,11,7
13,6,17,10,3
13,3,18,16,3
13,67,19,13,5
13,153,20,18,5
14,1,1,1,1
14,20,2,4,9
14,3,3,11,3
14,17,4,17,9
14,22,5,6,23
14,4,6,3,4
14,10,7,2,7
14,2,8,19,2
14,9,9,8,2
14,5,10,7,1
14,6,11,9,3
14,18,12,5,23
14,8,13,10,6
14,67,14,16,5
14,15,15,12,7
14,16,16,18,10
14,153,17,15,5
14,21,18,13,6
14,154,19,20,4
14,24,20,14,10
15,20,1,1,9
15,15,2,2,7
15,1,3,3,1
15,16,4,13,10
15,22,5,7,23
15,2,6,6,2
15,18,7,8,23
15,8,8,4,6
15,5,9,11,1
15,67,10,19,5
15,3,11,5,3
15,4,12,10,4
15,9,13,9,2
15,10,14,20,7
15,153,15,18,5
15,21,16,12,6
15,6,17,15,3
15,154,18,16,4
15,24,19,14,10
15,17,20,17,9
16,22,1,8,23
16,17,2,1,9
16,16,3,18,10
16,15,4,19,7
16,8,5,6,6
16,67,6,7,5
16,3,7,16,3
16,9,8,2,2
16,6,9,15,3
16,4,10,20,4
16,155,11,10,7
16,153,12,14,5
16,154,13,13,4
16,18,14,5,23
16,24,15,12,10
16,20,16,4,9
16,5,17,9,1
16,1,18,3,1
16,2,19,17,2
16,21,20,11,6
17,1,1,19,1
17,20,2,1,9
17,17,3,2,9
17,22,4,4,23
17,18,5,3,23
17,15,6,7,7
17,9,7,10,2
17,2,8,5,2
17,3,9,9,3
17,67,10,8,5
17,8,11,12,6
17,155,12,6,7
17,5,13,11,1
17,6,14,13,3
17,153,15,20,5
17,4,16,14,4
17,24,17,15,10
17,16,18,17,10
17,154,19,18,4
17,21,20,16,6
337,20,1,4,9
337,13,2,2,6
337,4,3,1,6
337,1,4,3,1
337,3,5,5,131
337,17,6,8,9
337,30,7,6,131
337,18,8,7,1
337,9,9,11,4
337,16,10,12,10
337,22,11,10,3
337,24,12,9,10
337,807,13,14,3
337,37,14,18,15
337,67,15,16,5
337,155,16,22,15
337,808,17,21,4
337,153,18,13,5
337,10,19,20,166
337,15,20,17,205
337,5,21,15,205
337,810,22,23,166
337,811,23,19,164
337,812,24,24,164
338,20,1,17,9
338,17,2,9,9
338,4,3,4,6
338,18,4,1,1
338,13,5,3,6
338,3,6,5,131
338,30,7,10,131
338,22,8,8,3
338,9,9,2,4
338,16,10,18,10
338,1,11,6,1
338,67,12,21,5
338,24,13,7,10
338,37,14,12,15
338,807,15,22,3
338,155,16,23,15
338,153,17,11,5
338,808,18,19,4
338,5,19,13,205
338,15,20,24,205
338,10,21,15,166
338,810,22,16,166
338,811,23,20,164
338,812,24,14,164
339,17,1,2,9
339,3,2,3,131
339,20,3,1,9
339,16,4,5,10
339,807,5,10,3
339,9,6,4,4
339,22,7,12,3
339,30,8,21,131
339,155,9,22,15
339,24,10,20,10
339,808,11,19,4
339,37,12,24,15
339,67,13,11,5
339,153,14,9,5
339,5,15,18,205
339,10,16,23,166
339,18,17,8,1
339,15,18,17,205
339,4,19,13,6
339,1,20,6,1
339,13,21,7,6
339,812,22,15,164
339,811,23,16,164
339,810,24,14,166
340,20,1,6,9
340,17,2,8,9
340,4,3,4,6
340,3,4,3,131
340,18,5,1,1
340,1,6,2,1
340,13,7,9,6
340,9,8,5,4
340,30,9,10,131
340,16,10,11,10
340,22,11,12,3
340,153,12,13,5
340,67,13,21,5
340,808,14,7,4
340,155,15,22,15
340,807,16,15,3
340,37,17,20,15
340,24,18,23,10
340,10,19,24,166
340,15,20,18,205
340,5,21,14,205
340,810,22,19,166
340,811,23,16,164
340,812,24,17,164
341,17,1,1,9
341,20,2,3,9
341,1,3,14,1
341,4,4,2,6
341,18,5,5,1
341,30,6,4,131
341,9,7,8,4
341,3,8,13,131
341,13,9,6,6
341,155,10,12,15
341,16,11,7,10
341,37,12,22,15
341,807,13,16,3
341,808,14,11,4
341,67,15,20,5
341,153,16,10,5
341,24,17,15,10
341,22,18,9,3
341,15,19,17,205
341,5,20,24,205
341,10,21,18,166
341,810,22,19,166
341,812,23,21,164
341,811,24,23,164
342,17,1,1,9
342,9,2,3,4
342,20,3,2,9
342,13,4,4,6
342,1,5,5,1
342,3,6,7,131
342,30,7,12,131
342,18,8,23,1
342,22,9,18,3
342,24,10,9,10
342,807,11,24,3
342,16,12,8,10
342,67,13,10,5
342,808,14,13,4
342,37,15,22,15
342,155,16,19,15
342,153,17,11,5
342,5,18,16,205
342,15,19,15,205
342,10,20,21,166
342,810,21,20,166
342,811,22,17,164
342,812,23,14,164
342,4,24,6,6
343,17,1,3,9
343,1,2,1,1
343,20,3,22,9
343,18,4,2,1
343,30,5,4,131
343,3,6,5,131
343,9,7,6,4
343,13,8,7,6
343,808,9,15,4
343,155,10,10,15
343,16,11,9,10
343,4,12,8,6
343,37,13,11,15
343,67,14,16,5
343,22,15,14,3
343,153,16,12,5
343,807,17,17,3
343,24,18,13,10
343,15,19,24,205
343,5,20,23,205
343,10,21,18,166
343,811,22,21,164
343,810,23,19,166
343,812,24,20,164
344,1,1,1,1
344,17,2,5,9
344,20,3,4,9
344,4,4,3,6
344,18,5,2,1
344,24,6,9,10
344,13,7,15,6
344,9,8,7,4
344,16,9,10,10
344,3,10,6,131
344,22,11,14,3
344,807,12,13,3
344,30,13,11,131
344,808,14,17,4
344,67,15,8,5
344,153,16,12,5
344,37,17,22,15
344,155,18,24,15
344,5,19,16,205
344,15,20,21,205
344,10,21,20,166
344,811,22,23,164
344,810,23,19,166
344,812,24,18,164
345,20,1,1,9
345,17,2,24,9
345,1,3,2,1
345,4,4,8,6
345,13,5,11,6
345,9,6,5,4
345,18,7,3,1
345,807,8,22,3
345,22,9,4,3
345,808,10,14,4
345,67,11,9,5
345,3,12,10,131
345,16,13,6,10
345,24,14,16,10
345,30,15,15,131
345,37,16,12,15
345,153,17,13,5
345,155,18,7,15
345,15,19,21,205
345,5,20,23,205
345,810,21,17,166
345,10,22,19,166
345,812,23,18,164
345,811,24,20,164
346,20,1,7,9
346,17,2,1,9
346,4,3,14,6
346,1,4,2,1
346,3,5,3,131
346,9,6,23,4
346,13,7,15,6
346,22,8,5,3
346,37,9,22,15
346,30,10,9,131
346,16,11,8,10
346,155,12,6,15
346,807,13,10,3
346,18,14,4,1
346,24,15,11,10
346,808,16,13,4
346,67,17,12,5
346,153,18,21,5
346,5,19,17,205
346,10,20,18,166
346,15,21,16,205
346,810,22,24,166
346,812,23,19,164
346,29,24,20,164
347,20,1,3,9
347,4,2,1,6
347,13,3,2,6
347,17,4,6,9
347,18,5,5,1
347,1,6,4,1
347,9,7,7,4
347,22,8,12,3
347,3,9,8,131
347,807,10,13,3
347,30,11,9,131
347,155,12,11,15
347,808,13,10,4
347,16,14,17,10
347,37,15,14,15
347,153,16,15,5
347,67,17,24,5
347,15,18,23,205
347,5,19,20,205
347,10,20,18,166
347,811,21,19,164
347,24,22,16,10
347,29,23,22,164
347,810,24,21,166
348,20,1,3,9
348,17,2,1,9
348,4,3,2,6
348,13,4,4,6
348,1,5,20,1
348,3,6,22,131
348,808,7,5,4
348,9,8,21,4
348,37,9,7,15
348,807,10,6,3
348,18,11,8,1
348,22,12,10,3
348,16,13,23,10
348,30,14,11,131
348,67,15,12,5
348,24,16,13,10
348,153,17,24,5
348,155,18,9,15
348,10,19,16,166
348,5,20,14,205
348,15,21,15,205
348,810,22,18,166
348,811,23,17,164
348,29,24,19,164
349,17,1,2,9
349,1,2,1,1
349,9,3,3,4
349,20,4,15,9
349,18,5,22,1
349,13,6,4,6
349,22,7,24,3
349,16,8,5,10
349,807,9,14,3
349,4,10,21,6
349,30,11,7,131
349,3,12,6,131
349,153,13,13,5
349,24,14,10,10
349,67,15,12,5
349,5,16,16,205
349,10,17,18,166
349,15,18,19,205
349,155,19,8,15
349,811,20,23,164
349,29,21,20,164
349,37,22,11,15
349,810,23,17,166
349,808,24,9,4
350,4,1,1,6
350,18,2,2,1
350,13,3,3,6
350,17,4,6,9
350,1,5,23,1
350,20,6,4,9
350,3,7,5,131
350,807,8,7,3
350,9,9,8,4
350,22,10,10,3
350,16,11,16,10
350,30,12,9,131
350,155,13,24,15
350,67,14,11,5
350,808,15,13,4
350,153,16,15,5
350,37,17,14,15
350,15,18,21,205
350,5,19,18,205
350,24,20,12,10
350,10,21,17,166
350,810,22,20,166
350,811,23,22,164
350,29,24,19,164
351,4,1,1,6
351,20,2,2,9
351,1,3,19,1
351,18,4,4,1
351,17,5,3,9
351,22,6,6,3
351,3,7,5,131
351,9,8,7,4
351,30,9,13,131
351,155,10,21,15
351,153,11,12,5
351,807,12,10,3
351,808,13,11,4
351,67,14,14,5
351,2,15,18,15
351,16,16,9,10
351,24,17,24,10
351,10,18,17,166
351,5,19,16,205
351,810,20,15,166
351,15,21,23,205
351,32,22,20,164
351,811,23,22,164
351,13,24,8,6
352,20,1,1,9
352,17,2,2,9
352,1,3,5,1
352,9,4,19,4
352,4,5,3,6
352,18,6,4,1
352,3,7,17,131
352,22,8,9,3
352,807,9,20,3
352,30,10,6,131
352,2,11,8,15
352,13,12,21,6
352,808,13,22,4
352,155,14,7,15
352,16,15,18,10
352,153,16,11,5
352,24,17,23,10
352,67,18,10,5
352,15,19,13,205
352,5,20,12,205
352,810,21,24,166
352,10,22,14,166
352,811,23,15,164
352,29,24,16,164
353,20,1,17,9
353,17,2,23,9
353,4,3,1,6
353,1,4,2,1
353,3,5,24,131
353,13,6,3,6
353,18,7,12,1
353,9,8,5,4
353,30,9,4,131
353,22,10,7,3
353,807,11,10,3
353,155,12,8,15
353,2,13,9,15
353,16,14,16,10
353,808,15,18,4
353,153,16,11,5
353,67,17,20,5
353,24,18,6,10
353,15,19,22,205
353,10,20,19,166
353,5,21,13,205
353,810,22,21,166
353,29,23,15,164
353,811,24,14,164
354,807,1,8,3
354,20,2,1,9
354,17,3,2,9
354,1,4,4,1
354,4,5,3,6
354,22,6,14,3
354,9,7,9,4
354,30,8,7,131
354,13,9,15,6
354,808,10,16,4
354,18,11,5,1
354,155,12,10,15
354,3,13,6,131
354,153,14,11,5
354,67,15,13,5
354,2,16,17,15
354,24,17,24,10
354,16,18,12,10
354,10,19,20,166
354,15,20,19,205
354,5,21,18,205
354,810,22,23,166
354,32,23,22,164
354,811,24,21,164
355,20,1,1,9
355,1,2,2,1
355,4,3,7,6
355,18,4,3,1
355,17,5,8,9
355,13,6,10,6
355,22,7,12,3
355,30,8,23,131
355,3,9,4,131
355,808,10,6,4
355,9,11,5,4
355,155,12,14,15
355,16,13,13,10
355,2,14,11,15
355,807,15,16,3
355,24,16,24,10
355,153,17,9,5
355,67,18,15,5
355,15,19,21,205
355,5,20,17,205
355,10,21,22,166
355,810,22,18,166
355,811,23,19,164
355,32,24,20,164
108,30,1,4,6
108,22,2,20,6
108,31,3,2,3
108,49,4,6,15
108,44,5,14,7
108,35,6,9,16
108,2,7,15,15
108,18,8,10,16
108,23,9,8,3
108,4,10,7,4
108,14,11,1,1
108,15,12,5,4
108,21,13,12,17
108,17,14,17,19
108,8,15,3,1
108,43,16,18,7
108,52,17,19,17
108,42,18,13,19
108,51,19,16,18
108,50,20,11,18
110,22,1,11,6
110,14,2,4,1
110,17,3,9,19
110,8,4,2,1
110,15,5,8,4
110,23,6,7,3
110,30,7,14,6
110,21,8,1,17
110,31,9,15,3
110,4,10,3,4
110,18,11,12,16
110,2,12,20,15
110,35,13,6,16
110,49,14,5,15
110,44,15,17,7
110,52,16,18,17
110,42,17,16,19
110,43,18,10,7
110,50,19,13,18
110,51,20,19,18
111,30,1,1,6
111,23,2,4,3
111,22,3,3,6
111,31,4,7,3
111,17,5,16,19
111,8,6,2,1
111,35,7,20,16
111,4,8,6,4
111,18,9,8,16
111,44,10,9,7
111,2,11,10,15
111,14,12,5,1
111,43,13,12,7
111,49,14,11,15
111,42,15,14,19
111,15,16,13,4
111,21,17,15,17
111,51,18,19,18
111,52,19,17,17
111,50,20,18,18
112,30,1,1,6
112,22,2,3,6
112,4,3,2,4
112,15,4,18,4
112,18,5,9,16
112,44,6,14,7
112,23,7,5,3
112,14,8,16,1
112,31,9,4,3
112,49,10,15,15
112,35,11,17,16
112,17,12,7,19
112,43,13,6,7
112,2,14,10,15
112,52,15,8,17
112,42,16,19,19
112,21,17,13,17
112,51,18,11,18
112,50,19,12,18
112,8,20,20,1
113,30,1,1,6
113,8,2,2,1
113,31,3,17,3
113,2,4,15,15
113,22,5,3,6
113,15,6,8,4
113,18,7,4,16
113,42,8,9,19
113,21,9,14,17
113,23,10,6,3
113,44,11,18,7
113,35,12,12,16
113,43,13,10,7
113,14,14,5,1
113,49,15,20,15
113,52,16,11,17
113,17,17,7,19
113,51,18,13,18
113,4,19,16,4
113,50,20,19,18
114,23,1,4,3
114,8,2,2,1
114,31,3,1,3
114,15,4,6,4
114,30,5,3,6
114,14,6,7,1
114,22,7,8,6
114,4,8,5,4
114,17,9,17,19
114,43,10,9,7
114,35,11,14,16
114,21,12,10,17
114,42,13,18,19
114,2,14,11,15
114,49,15,19,15
114,52,16,12,17
114,44,17,13,7
114,50,18,16,18
114,51,19,15,18
115,23,1,2,3
115,31,2,3,3
115,30,3,1,6
115,4,4,4,4
115,22,5,5,6
115,17,6,7,19
115,44,7,8,7
115,15,8,16,4
115,43,9,11,7
115,49,10,20,15
115,14,11,14,1
115,2,12,15,15
115,42,13,10,19
115,35,14,19,16
115,50,15,9,18
115,21,16,17,17
115,18,17,13,16
115,51,18,12,18
115,52,19,18,17
115,8,20,6,1
116,8,1,20,1
116,30,2,5,6
116,23,3,1,3
116,31,4,2,3
116,22,5,3,6
116,15,6,18,4
116,44,7,19,7
116,4,8,4,4
116,14,9,15,1
116,43,10,16,7
116,17,11,6,19
116,18,12,7,16
116,21,13,12,17
116,52,14,11,17
116,49,15,9,15
116,42,16,10,19
116,35,17,17,16
116,50,18,14,18
116,51,19,13,18
116,2,20,8,15
117,23,1,1,3
117,31,2,2,3
117,30,3,3,6
117,8,4,4,1
117,14,5,5,1
117,15,6,17,4
117,4,7,18,4
117,22,8,7,6
117,17,9,6,19
117,44,10,8,7
117,42,11,10,19
117,35,12,9,16
117,43,13,11,7
117,18,14,20,16
117,2,15,13,15
117,49,16,12,15
117,21,17,19,17
117,52,18,15,17
117,50,19,16,18
117,51,20,14,18
118,22,1,1,6
118,15,2,6,4
118,8,3,3,1
118,23,4,9,3
118,30,5,4,6
118,43,6,7,7
118,31,7,2,3
118,4,8,18,4
118,35,9,10,16
118,42,10,20,19
118,17,11,14,19
118,14,12,5,1
118,44,13,11,7
118,49,14,12,15
118,21,15,19,17
118,2,16,17,15
118,52,17,13,17
118,51,18,16,18
118,50,19,15,18
118,18,20,8,16
119,31,1,1,3
119,23,2,16,3
119,22,3,18,6
119,15,4,3,4
119,8,5,19,1
119,30,6,7,6
119,44,7,5,7
119,4,8,4,4
119,43,9,6,7
119,14,10,2,1
119,17,11,11,19
119,21,12,13,17
119,35,13,9,16
119,49,14,17,15
119,2,15,10,15
119,51,16,15,19
119,18,17,8,16
119,52,18,20,17
119,50,19,14,18
119,53,20,12,18
120,4,1,1,4
120,23,2,4,3
120,17,3,6,19
120,31,4,3,3
120,22,5,19,6
120,15,6,7,4
120,8,7,2,1
120,30,8,8,6
120,14,9,5,1
120,44,10,17,7
120,2,11,9,15
120,51,12,15,19
120,21,13,18,17
120,18,14,10,16
120,43,15,11,7
120,35,16,20,16
120,49,17,14,15
120,50,18,12,18
120,47,19,16,17
120,53,20,13,18
121,30,1,1,6
121,31,2,2,3
121,22,3,3,6
121,8,4,4,1
121,48,5,5,3
121,15,6,20,4
121,18,7,17,16
121,14,8,14,1
121,44,9,15,7
121,35,10,6,16
121,17,11,7,19
121,43,12,18,7
121,21,13,10,17
121,49,14,13,15
121,51,15,19,19
121,2,16,9,15
121,50,17,16,18
121,47,18,11,17
121,53,19,12,18
121,4,20,8,4
122,8,1,2,1
122,22,2,20,6
122,44,3,17,7
122,31,4,6,3
122,23,5,19,3
122,4,6,15,4
122,30,7,1,6
122,14,8,14,1
122,43,9,9,7
122,15,10,4,4
122,18,11,16,16
122,35,12,12,16
122,2,13,5,15
122,17,14,18,19
122,49,15,3,15
122,51,16,8,19
122,21,17,7,17
122,52,18,13,17
122,50,19,10,18
122,53,20,11,18
123,22,1,1,6
123,31,2,20,3
123,43,3,7,7
123,44,4,10,7
123,4,5,18,4
123,17,6,11,19
123,14,7,3,1
123,8,8,2,1
123,18,9,4,16
123,51,10,13,19
123,2,11,9,15
123,49,12,19,15
123,11,13,6,16
123,30,14,8,6
123,52,15,14,17
123,21,16,17,17
123,50,17,15,18
123,53,18,16,18
123,23,19,12,3
123,15,20,5,4
90,30,1,1,6
90,22,2,2,6
90,31,3,5,3
90,18,4,6,16
90,4,5,3,4
90,17,6,18,19
90,11,7,9,16
90,23,8,4,3
90,15,9,7,4
90,8,10,20,1
90,13,11,15,15
90,14,12,8,1
90,43,13,12,7
90,21,14,10,15
90,2,15,16,17
90,45,16,14,17
90,47,17,19,18
90,44,18,13,7
90,32,19,11,19
90,46,20,17,18
91,30,1,1,6
91,17,2,20,19
91,22,3,4,6
91,31,4,2,3
91,8,5,17,1
91,18,6,3,16
91,23,7,19,3
91,15,8,5,4
91,14,9,6,1
91,43,10,9,7
91,13,11,8,15
91,21,12,11,15
91,32,13,10,19
91,44,14,12,7
91,2,15,18,17
91,46,16,14,18
91,47,17,16,18
91,45,18,13,17
91,4,19,7,4
91,11,20,15,16
92,30,1,1,6
92,22,2,2,6
92,31,3,13,3
92,23,4,7,3
92,11,5,5,16
92,18,6,3,16
92,15,7,4,4
92,44,8,9,7
92,43,9,10,7
92,14,10,18,1
92,21,11,11,15
92,32,12,14,19
92,13,13,12,15
92,17,14,8,19
92,2,15,15,17
92,45,16,16,17
92,4,17,6,4
92,46,18,17,18
92,47,19,19,18
92,8,20,20,1
93,18,1,2,16
93,30,2,1,6
93,31,3,3,3
93,22,4,6,6
93,23,5,7,3
93,4,6,4,4
93,11,7,16,16
93,17,8,13,19
93,15,9,5,4
93,43,10,18,7
93,14,11,12,1
93,13,12,10,15
93,44,13,11,7
93,32,14,14,19
93,45,15,20,17
93,2,16,17,17
93,46,17,19,18
93,47,18,15,18
93,21,19,9,15
93,8,20,8,1
94,30,1,1,6
94,31,2,15,3
94,11,3,5,16
94,15,4,3,4
94,22,5,2,6
94,23,6,6,3
94,44,7,17,7
94,4,8,4,4
94,17,9,12,19
94,14,10,10,1
94,43,11,13,7
94,21,12,7,15
94,8,13,11,1
94,18,14,8,16
94,2,15,18,17
94,32,16,16,19
94,13,17,9,15
94,46,18,19,18
94,45,19,14,17
94,47,20,20,18
95,15,1,1,4
95,23,2,10,3
95,18,3,2,16
95,4,4,12,4
95,30,5,11,6
95,8,6,13,1
95,22,7,3,6
95,11,8,17,16
95,14,9,18,1
95,31,10,4,3
95,21,11,19,15
95,17,12,16,19
95,44,13,8,7
95,32,14,20,19
95,43,15,6,7
95,13,16,5,15
95,2,17,7,17
95,45,18,15,17
95,47,19,9,18
95,46,20,14,18
96,30,1,1,6
96,11,2,16,16
96,15,3,4,4
96,8,4,18,1
96,18,5,3,16
96,4,6,5,4
96,22,7,2,6
96,31,8,8,3
96,23,9,19,3
96,44,10,11,7
96,43,11,20,7
96,32,12,12,19
96,2,13,10,17
96,17,14,7,19
96,45,15,13,17
96,13,16,9,15
96,47,17,15,18
96,14,18,17,1
96,21,19,6,15
96,46,20,14,18
97,23,1,17,3
97,18,2,3,16
97,15,3,16,4
97,31,4,18,3
97,4,5,13,4
97,30,6,1,6
97,22,7,2,6
97,8,8,5,1
97,14,9,6,1
97,32,10,9,19
97,21,11,4,15
97,43,12,19,7
97,44,13,20,7
97,17,14,15,19
97,2,15,8,17
97,10,16,7,17
97,11,17,12,16
97,47,18,10,18
97,13,19,11,15
97,46,20,14,18
98,22,1,2,6
98,30,2,1,6
98,11,3,3,16
98,18,4,13,16
98,31,5,11,3
98,23,6,15,3
98,8,7,6,1
98,44,8,5,7
98,4,9,16,4
98,17,10,10,19
98,43,11,14,7
98,14,12,7,1
98,32,13,17,19
98,21,14,9,15
98,13,15,18,15
98,2,16,12,17
98,45,17,19,17
98,46,18,20,18
98,47,19,8,18
98,15,20,4,4
99,4,1,2,4
99,30,2,1,6
99,14,3,6,1
99,18,4,5,16
99,15,5,4,4
99,31,6,8,3
99,11,7,20,16
99,48,8,10,3
99,8,9,7,1
99,22,10,3,6
99,43,11,14,7
99,17,12,9,19
99,32,13,11,19
99,44,14,15,7
99,21,15,12,15
99,13,16,13,15
99,2,17,16,17
99,45,18,17,17
99,46,19,18,18
99,47,20,19,18
100,8,1,2,1
100,22,2,3,6
100,18,3,4,16
100,30,4,1,6
100,15,5,18,4
100,4,6,10,4
100,14,7,7,1
100,31,8,5,3
100,11,9,11,16
100,17,10,8,19
100,13,11,9,15
100,44,12,20,7
100,48,13,12,3
100,43,14,13,7
100,32,15,14,19
100,45,16,17,17
100,2,17,15,17
100,46,18,16,18
100,47,19,19,18
100,21,20,6,15
101,30,1,1,6
101,31,2,5,3
101,18,3,2,16
101,8,4,20,1
101,14,5,4,1
101,4,6,3,4
101,15,7,11,4
101,22,8,12,6
101,11,9,8,16
101,44,10,14,7
101,42,11,7,3
101,17,12,6,19
101,32,13,10,19
101,21,14,9,15
101,43,15,19,7
101,13,16,13,15
101,45,17,15,17
101,2,18,18,17
101,46,19,17,18
101,47,20,16,18
102,30,1,1,6
102,22,2,2,6
102,11,3,6,16
102,18,4,5,16
102,4,5,3,4
102,42,6,7,3
102,31,7,4,3
102,21,8,8,15
102,15,9,17,4
102,8,10,20,1
102,17,11,10,19
102,14,12,9,1
102,44,13,11,7
102,32,14,13,19
102,41,15,18,7
